"","Mat_Bat","Inns_Bat","NO","Runs_Bat","HS","Ave_Bat","BF","SR_Bat","100","50","4s","6s","Ct","St","Mat_Bowl","Inns_Bowl","Balls","Runs_Bowl","Wkts","Ave_Bowl","Econ","SR_Bowl","4w","5w","10","Full_Name","Country","Batting_Style","Bowling_Style"
"1037",4,2,0,3,3,1.5,18,16.66,0,0,0,0,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Marc John Petrie","Scotland","Batting style Left-hand bat",NA
"1038",5,2,0,21,17,10.5,38,55.26,0,0,0,0,1,0,5,2,48,48,0,NA,6,NA,0,0,0," Shaheed Keshvani","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1039",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,36,37,0,NA,6.16,NA,0,0,0," Samuel Andrew Britton","Ireland","Batting style Right-hand bat","Bowling style Right-arm fast"
"1040",3,3,0,7,7,2.33,50,14,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Nick Alexander Statham","Netherlands","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1041",1,1,1,3,3,NA,13,23.07,0,0,0,0,0,0,1,1,30,35,2,17.5,7,15,0,0,0," Mohamed Zameer Zahir","Canada","Batting style Right-hand bat","Bowling style Legbreak"
"1042",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,24,29,0,NA,7.25,NA,0,0,0," Nelon Troy Pascal","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast"
"1043",28,21,5,291,49,18.18,367,79.29,0,0,14,10,7,0,28,25,1150,983,22,44.68,5.12,52.2,0,0,0," Rawl Nicholas Lewis","West Indies","Batting style Right-hand bat","Bowling style Legbreak googly"
"1044",5,2,0,81,59,40.5,71,114.08,0,1,3,4,1,0,5,5,222,280,7,40,7.56,31.7,0,0,0," Mahbubul Alam","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1045",18,16,0,276,54,17.25,642,42.99,0,1,24,0,7,0,18,10,253,214,4,53.5,5.07,63.2,0,0,0," Mehrab Hossain jnr","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1046",27,27,2,740,130,29.6,1045,70.81,1,2,73,6,9,0,27,14,235,281,7,40.14,7.17,33.5,0,0,0," Abdool Mudassar Samad","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1047",1,1,0,1,1,1,2,50,0,0,0,0,0,0,1,1,42,20,1,20,2.85,42,0,0,0," Dirk Peter Nannes","Australia","Batting style Right-hand bat","Bowling style Left-arm fast"
"1048",1,1,0,2,2,2,10,20,0,0,0,0,0,0,1,1,6,12,0,NA,12,NA,0,0,0," Ahmed Shah Ahmedzi","Afghanistan","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1049",32,14,8,93,28,15.5,118,78.81,0,0,8,1,6,0,32,31,1521,1369,37,37,5.4,41.1,1,0,0," Mark Raymond Gillespie","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1050",13,3,2,4,3,4,5,80,0,0,0,0,3,0,13,12,558,504,11,45.81,5.41,50.7,0,0,0," Monde Zondeki","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast"
"1051",3,1,0,23,23,23,7,328.57,0,0,1,3,0,0,3,3,156,148,2,74,5.69,78,0,0,0," Johann Louw","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1052",18,17,2,370,54,24.66,615,60.16,0,2,54,3,6,0,18,4,80,48,1,48,3.6,80,0,0,0," Sewnarine Chattergoon","West Indies","Batting style Left-hand bat","Bowling style Legbreak"
"1053",24,24,3,375,157,17.85,545,68.8,1,0,38,13,9,0,24,2,9,6,0,NA,4,NA,0,0,0," Xavier Melbourne Marshall","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1054",9,7,3,104,39,26,141,73.75,0,0,11,1,1,0,9,6,294,224,5,44.8,4.57,58.8,0,0,0," Brendan Paul Nash","West Indies","Batting style Left-hand bat","Bowling style Left-arm medium"
"1055",55,25,3,118,48,5.36,164,71.95,0,0,4,5,13,0,55,55,2850,2239,71,31.53,4.71,40.1,2,0,0," Daren Brent Lyle Powell","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1056",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,4,214,212,8,26.5,5.94,26.7,0,0,0," Abdur Rauf Khan","Pakistan","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1057",7,7,0,236,83,33.71,375,62.93,0,3,21,0,3,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Khurram Manzoor","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1058",9,8,1,146,59,20.85,194,75.25,0,1,14,5,5,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shawn Eli Findlay","West Indies","Batting style Left-hand bat","Bowling style Right-arm medium"
"1059",141,122,16,3394,123,32.01,3821,88.82,3,18,308,93,47,0,141,119,5624,4121,169,24.38,4.39,33.2,6,2,0," Andrew Flintoff","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1060",58,25,14,91,18,8.27,141,64.53,0,0,3,0,10,0,58,57,2899,2481,76,32.64,5.13,38.1,2,1,0," Stephen James Harmison","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1061",9,9,0,257,73,28.55,383,67.1,0,2,25,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mahela Lakmal Udawatte","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1062",64,55,10,1688,131,37.51,2432,69.4,2,10,142,8,21,0,64,5,46,27,0,NA,3.52,NA,0,0,0," Neil Douglas McKenzie","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium"
"1063",2,2,0,9,5,4.5,15,60,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Vaughn Bernard van Jaarsveld","South Africa","Batting style Left-hand bat","Bowling style Right-arm medium"
"1064",173,47,24,199,42,8.65,298,66.77,0,0,16,6,30,0,173,171,8687,6559,266,24.65,4.53,32.6,8,4,0," Makhaya Ntini","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast"
"1065",30,16,6,120,21,12,152,78.94,0,0,8,3,11,0,30,30,1447,1344,34,39.52,5.57,42.5,1,0,0," Lakshmipathy Balaji","India","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1066",10,2,2,3,3,NA,11,27.27,0,0,0,0,1,0,10,10,453,488,14,34.85,6.46,32.3,0,0,0," Iain Edward O'Brien","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1067",49,46,5,1334,112,32.53,1833,72.77,1,8,111,20,18,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Peter Gordon Fulton","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"1068",13,13,1,161,45,13.41,301,53.48,0,0,20,0,6,0,13,1,18,17,0,NA,5.66,NA,0,0,0," Craig Derek Cumming","New Zealand","Batting style Right-hand bat",NA
"1069",4,2,1,63,56,63,51,123.52,0,1,6,1,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Peter Donald McGlashan","New Zealand","Batting style Right-hand bat",NA
"1070",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,24,42,0,NA,10.5,NA,0,0,0," Ewen Paul Thompson","New Zealand","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"1071",10,8,2,30,17,5,73,41.09,0,0,1,0,4,0,10,9,440,366,5,73.2,4.99,88,0,0,0," Gareth Jon Batty","England","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1072",2,2,2,10,10,NA,11,90.9,0,0,1,0,1,0,2,2,90,78,3,26,5.2,30,0,0,0," Brett Geeves","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1073",1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,60,57,2,28.5,5.7,30,0,0,0," Shane Michael Harwood","Australia","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1074",5,5,1,10,6,2.5,34,29.41,0,0,0,0,3,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Timothy Raymond Ambrose","England","Batting style Right-hand bat",NA
"1075",10,10,0,250,161,25,313,79.87,1,1,19,4,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," James Andrew Hamilton Marshall","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"1076",2,2,0,14,14,7,48,29.16,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Indika Prabath Priyankara Batuwitarachchi","United Arab Emirates","Batting style Right-hand bat","Bowling style Right-arm bowler"
"1077",4,4,1,22,22,7.33,52,42.3,0,0,4,0,1,0,4,4,180,227,4,56.75,7.56,45,0,0,0," Mohammad Afzaal Haider","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm medium"
"1078",1,1,1,26,26,NA,54,48.14,0,0,2,0,0,0,1,1,36,56,1,56,9.33,36,0,0,0," Zain Abbas","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm medium"
"1079",4,4,1,38,21,12.66,64,59.37,0,0,6,0,1,0,4,4,240,172,3,57.33,4.3,80,0,0,0," Najeeb Amar","Hong Kong","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1080",2,2,0,18,14,9,16,112.5,0,0,4,0,0,0,2,2,108,89,0,NA,4.94,NA,0,0,0," Munir Ahmed Dar","Hong Kong","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"1081",4,4,0,101,36,25.25,175,57.71,0,0,13,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Tabarak Hussain Dar","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm medium"
"1082",2,2,0,8,4,4,28,28.57,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Khaled Hussain Butt","Hong Kong","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1083",322,220,72,2025,50,13.68,2796,72.42,0,1,127,22,60,0,322,320,15775,11014,400,27.53,4.18,39.4,9,4,0," Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas","Sri Lanka","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"1084",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,78,76,2,38,5.84,39,0,0,0," Manpreet Singh Gony","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"1085",15,9,1,160,41,20,177,90.39,0,0,10,3,3,0,15,14,480,385,6,64.16,4.81,80,0,0,0," Kaushalya Weeraratne","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"1086",1,1,0,5,5,5,13,38.46,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Nizel Fernandes","United Arab Emirates","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1087",1,1,0,1,1,1,3,33.33,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Alawi Shukri Al Braik","United Arab Emirates","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1088",1,1,0,5,5,5,10,50,0,0,0,0,0,0,1,1,48,44,1,44,5.5,48,0,0,0," Mansoor Amjad","Pakistan","Batting style Right-hand bat","Bowling style Legbreak googly"
"1089",5,5,1,134,49,33.5,179,74.86,0,0,7,6,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Patrick Anderson Browne","West Indies","Batting style Right-hand bat",NA
"1090",4,4,0,106,60,26.5,174,60.91,0,1,5,1,3,0,4,1,1,2,0,NA,12,NA,0,0,0," Christopher Ray Foggo","Bermuda","Batting style Right-hand bat",NA
"1091",17,17,1,244,70,15.25,383,63.7,0,2,28,2,5,0,17,6,182,132,5,26.4,4.35,36.4,0,0,0," Qaiser Ali","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1092",3,3,1,41,32,20.5,78,52.56,0,0,5,1,1,0,3,3,120,147,0,NA,7.35,NA,0,0,0," Steven Richard Welsh","Canada","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1093",8,7,1,70,20,11.66,142,49.29,0,0,7,2,0,0,8,8,312,257,5,51.4,4.94,62.4,0,0,0," Ryan D'Von Steede","Bermuda","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1094",6,6,0,65,20,10.83,145,44.82,0,0,5,1,3,0,6,2,18,22,0,NA,7.33,NA,0,0,0," Oronde Omari Bascome","Bermuda","Batting style Right-hand bat","Bowling style Right-arm medium"
"1095",8,8,0,60,20,7.5,135,44.44,0,0,7,2,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," James Joseph Celestine","Bermuda","Batting style Right-hand bat","Bowling style Right-arm slow-medium"
"1096",3,2,0,19,16,9.5,31,61.29,0,0,1,0,0,0,3,3,60,63,0,NA,6.3,NA,0,0,0," Abdus Sami Faridi","Canada","Batting style Right-hand bat","Bowling style Slow left-arm chinaman"
"1097",10,9,2,45,13,6.42,108,41.66,0,0,5,1,4,0,10,10,421,305,13,23.46,4.34,32.3,1,0,0," Sanjayan Thuraisingam","Canada","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1098",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,12,14,0,NA,7,NA,0,0,0," McLaren Smith","Bermuda","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1099",1,1,1,15,15,NA,26,57.69,0,0,0,1,0,0,1,1,42,43,0,NA,6.14,NA,0,0,0," Dennico Ashante Wellman Hollis","Bermuda","Batting style Right-hand bat",NA
"1100",9,6,0,83,37,13.83,155,53.54,0,0,8,1,3,0,9,1,48,63,1,63,7.87,48,0,0,0," Reinhardt Strydom","Ireland","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"1101",6,1,0,15,15,15,25,60,0,0,2,0,1,0,6,5,216,172,1,172,4.77,216,0,0,0," Gary Edward Kidd","Ireland","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1102",2,2,0,56,54,28,72,77.77,0,1,7,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Ryan Samuel Haire","Ireland","Batting style Left-hand bat","Bowling style Legbreak"
"1103",7,5,3,42,19,21,51,82.35,0,0,4,1,1,0,7,5,179,128,1,128,4.29,179,0,0,0," Marthinus Jacobus Fourie","Ireland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1104",13,8,3,81,26,16.2,169,47.92,0,0,10,0,2,0,13,11,512,409,8,51.12,4.79,64,0,0,0," Glenn Alan Rogers","Scotland","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"1105",6,4,2,25,14,12.5,54,46.29,0,0,4,0,2,0,6,6,162,111,3,37,4.11,54,0,0,0," Geert-Maarten C Mol","Netherlands","Batting style Right-hand bat","Bowling style Right-arm medium"
"1106",1,1,1,15,15,NA,40,37.5,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Lesley Willem Stokkers","Netherlands","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1107",3,3,0,35,30,11.66,76,46.05,0,0,5,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Basnayake Shalith Malinda Warnapura","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1108",3,3,1,87,46,43.5,79,110.12,0,0,10,3,0,0,3,3,102,85,2,42.5,5,51,0,0,0," Karun Jethi","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1109",5,5,0,54,30,10.8,80,67.5,0,0,9,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Iqbal","Canada","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1110",12,11,4,98,24,14,195,50.25,0,0,9,0,2,0,12,12,411,392,15,26.13,5.72,27.4,1,0,0," Delyone Charles Clarence Borden","Bermuda","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1111",2,2,0,122,69,61,218,55.96,0,2,14,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Chris Ryan McCallan Douglas","Bermuda","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1112",7,1,1,0,0,NA,2,0,0,0,0,0,1,0,7,6,353,235,10,23.5,3.99,35.3,0,0,0," Dave Mohammed","West Indies","Batting style Left-hand bat","Bowling style Slow left-arm chinaman"
"1113",60,46,7,506,67,12.97,977,51.79,0,1,NA,3,19,0,60,46,1295,1175,21,55.95,5.44,61.6,0,0,0," Otieno Suji Ondik","Kenya","Batting style Right-hand bat","Bowling style Right-arm medium"
"1114",11,9,1,67,23,8.37,183,36.61,0,0,5,0,2,0,11,7,182,149,5,29.8,4.91,36.4,0,0,0," Hendrik-Jan Christiaan Mol","Netherlands","Batting style Left-hand bat","Bowling style Left-arm medium"
"1115",79,22,12,127,30,12.7,166,76.5,0,0,14,3,21,0,79,76,3801,2935,106,27.68,4.63,35.8,3,1,0," Andre Nel","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1116",14,12,3,126,30,14,201,62.68,0,0,9,1,9,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Dhiman Ghosh","Bangladesh","Batting style Right-hand bat",NA
"1117",287,279,11,9619,172,35.89,9922,96.94,16,55,1162,149,417,55,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Adam Craig Gilchrist","Australia","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"1118",161,155,15,6133,181,43.8,7767,78.96,10,36,636,87,68,0,161,1,6,18,0,NA,18,NA,0,0,0," Matthew Lawrence Hayden","Australia","Batting style Left-hand bat","Bowling style Right-arm medium"
"1119",25,21,2,575,123,30.26,657,87.51,1,3,51,12,16,0,25,3,66,51,1,51,4.63,66,0,0,0," Bradley John Hodge","Australia","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1120",123,65,26,790,71,20.25,1004,78.68,0,2,41,5,36,0,123,113,5564,4188,156,26.84,4.51,35.6,3,2,0," George Bradley Hogg","Australia","Batting style Left-hand bat","Bowling style Slow left-arm chinaman"
"1121",31,19,5,163,54,11.64,260,62.69,0,1,12,2,3,0,31,29,1536,1191,34,35.02,4.65,45.1,0,0,0," Ramesh Rajaram Powar","India","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1122",311,300,23,11363,183,41.02,15416,73.7,22,72,1122,190,100,0,311,171,4561,3849,100,38.49,5.06,45.6,1,2,0," Sourav Chandidas Ganguly","India","Batting style Left-hand bat","Bowling style Right-arm medium"
"1123",37,14,5,126,32,14,178,70.78,0,0,10,1,10,0,37,36,1907,1612,37,43.56,5.07,51.5,0,1,0," Murali Kartik","India","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1124",10,10,0,233,83,23.3,252,92.46,0,1,28,5,9,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Philip Mustard","England","Batting style Left-hand bat","Bowling style Legbreak"
"1125",21,18,3,210,69,14,262,80.15,0,1,9,5,5,0,21,21,1011,725,31,23.38,4.3,32.6,1,0,0," Kaushal Samaraweera Lokuarachchi","Sri Lanka","Batting style Right-hand bat","Bowling style Legbreak"
"1126",26,8,3,26,13,5.2,91,28.57,0,0,2,0,3,0,26,26,1308,980,24,40.83,4.49,54.5,0,0,0," Mudhsuden Singh Panesar","England","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1127",2,2,0,59,44,29.5,82,71.95,0,0,9,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Abdul Jabbar Chaudrey","Canada","Batting style Right-hand bat","Bowling style Right-arm medium"
"1128",1,1,0,3,3,3,28,10.71,0,0,0,0,0,0,1,1,18,24,0,NA,8,NA,0,0,0," Aftabodeen Shamshudeen","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1129",2,2,0,21,20,10.5,48,43.75,0,0,1,0,1,0,2,2,90,76,2,38,5.06,45,0,0,0," Jason Patraj","Canada","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1130",85,66,18,1512,100,31.5,1819,83.12,1,10,98,60,33,0,85,48,1303,1015,32,31.71,4.67,40.7,0,0,0," Justin Miles Kemp","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1131",303,205,72,3519,130,26.45,4059,86.69,1,14,248,58,108,0,303,297,15712,9631,393,24.5,3.67,39.9,12,5,0," Shaun Maclean Pollock","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1132",56,56,1,2028,127,36.87,3029,66.95,3,12,219,6,14,0,56,3,18,26,0,NA,8.66,NA,0,0,0," Yasir Hameed Qureshi","Pakistan","Batting style Right-hand bat","Bowling style Right-arm medium, Right-arm offbreak"
"1133",12,12,2,113,27,11.3,149,75.83,0,0,8,5,5,0,12,12,458,482,8,60.25,6.31,57.2,0,0,0," Malachi Olin Jones","Bermuda","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1134",19,13,5,85,22,10.62,101,84.15,0,0,3,7,7,0,19,19,905,831,23,36.13,5.5,39.3,0,0,0," Kevin Andre Dean Hurdle","Bermuda","Batting style Right-hand bat","Bowling style Right-arm fast"
"1135",4,4,0,36,30,9,89,40.44,0,0,2,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Azeem Ryan Pitcher","Bermuda","Batting style Left-hand bat",NA
"1136",102,99,10,2413,172,27.11,3453,69.88,3,11,222,37,41,0,102,3,20,25,1,25,7.5,20,0,0,0," Lou Vincent","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"1137",54,50,4,1304,118,28.34,2086,62.51,2,8,112,5,17,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mathew Stuart Sinclair","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"1138",20,7,2,8,3,1.6,27,29.62,0,0,0,0,7,0,20,19,948,804,18,44.66,5.08,52.6,0,0,0," Christopher Stewart Martin","New Zealand","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1139",70,54,20,408,59,12,698,58.45,0,1,25,5,20,0,70,69,3390,2776,75,37.01,4.91,45.2,3,0,0," Gary Bazil Brent","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm medium"
"1140",7,7,0,122,48,17.42,217,56.22,0,0,16,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Brenton Anthony Parchment","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1141",41,40,0,574,65,14.35,970,59.17,0,2,67,1,6,0,41,5,126,103,1,103,4.9,126,0,0,0," Sheikh Tushar Imran","Bangladesh","Batting style Right-hand bat",NA
"1142",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,120,115,0,NA,5.75,NA,0,0,0," Mohammad Samiullah Khan Niazi","Pakistan","Batting style Right-hand bat","Bowling style Left-arm medium-fast"
"1143",2,1,1,28,28,NA,21,133.33,0,0,2,0,0,0,2,2,102,67,3,22.33,3.94,34,0,0,0," Mohammad Kamran Hussain","Pakistan","Batting style Right-hand bat","Bowling style Left-arm fast-medium"
"1144",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,24,26,0,NA,6.5,NA,0,0,0," Rizwan Ahmed","Pakistan","Batting style Right-hand bat","Bowling style Legbreak googly"
"1145",8,4,4,6,5,NA,9,66.66,0,0,1,0,1,0,8,8,426,363,9,40.33,5.11,47.3,0,0,0," Merenna Koralage Don Ishara Amerasinghe","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1146",14,7,3,41,11,10.25,61,67.21,0,0,3,1,4,0,14,12,558,468,12,39,5.03,46.5,0,0,0," Paul Anthony Hitchcock","New Zealand","Batting style Right-hand bat","Bowling style Right-arm medium"
"1147",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,3,180,83,3,27.66,2.76,60,0,0,0," Paul Lee Harris","South Africa","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"1148",22,17,8,142,31,15.77,133,106.76,0,0,8,6,5,0,22,21,942,797,25,31.88,5.07,37.6,0,0,0," David Langford-Smith","Ireland","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"1149",3,2,0,2,2,1,21,9.52,0,0,0,0,1,0,3,3,72,73,1,73,6.08,72,0,0,0," Greg James Thompson","Ireland","Batting style Right-hand bat","Bowling style Legbreak"
"1150",5,5,0,131,66,26.2,232,56.46,0,2,7,1,1,0,5,1,12,11,0,NA,5.5,NA,0,0,0," Bazid Khan","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1151",1,1,0,5,5,5,4,125,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Naumanullah","Pakistan","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1152",59,59,4,1312,85,23.85,2528,51.89,0,10,139,5,12,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Javed Omar Belim","Bangladesh","Batting style Right-hand bat","Bowling style Legbreak"
"1153",111,105,5,2168,78,21.68,3586,60.45,0,14,NA,10,26,0,111,6,175,142,1,142,4.86,175,0,0,0," Qazi Habibul Bashar","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1154",125,106,17,1191,77,13.38,1663,71.61,0,2,110,29,28,0,125,124,6414,4739,125,37.91,4.43,51.3,3,1,0," Mohammad Rafique","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1155",57,51,7,1230,159,27.95,1721,71.47,1,4,122,8,21,0,57,21,640,571,14,40.78,5.35,45.7,0,0,0," Dinesh Mongia","India","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"1156",6,5,0,27,20,5.4,44,61.36,0,0,3,0,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Hewasandatchige Asiri Prasanna Wishvanath Jayawardene","Sri Lanka","Batting style Right-hand bat",NA
"1157",19,7,2,8,4,1.6,18,44.44,0,0,0,0,2,0,19,19,888,820,19,43.15,5.54,46.7,0,0,0," Panagodage Don Ruchira Laksiri Perera","Sri Lanka","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"1158",1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,60,59,0,NA,5.9,NA,0,0,0," Syed Najaf Hussain Shah","Pakistan","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"1159",107,95,14,3421,125,42.23,5047,67.78,4,26,334,16,36,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Hendrik Human Dippenaar","South Africa","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"1160",6,6,0,70,28,11.66,126,55.55,0,0,4,1,4,0,6,1,6,8,0,NA,8,NA,0,0,0," Kenneth Edward Desmond Carroll","Ireland","Batting style Right-hand bat","Bowling style Legbreak"
"1161",3,3,0,29,18,9.66,56,51.78,0,0,4,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Dominick Ignatius Joyce","Ireland","Batting style Right-hand bat",NA
"1162",2,2,0,5,5,2.5,12,41.66,0,0,1,0,0,0,2,2,90,99,2,49.5,6.6,45,0,0,0," Roger Kyran Whelan","Ireland","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"1163",191,113,26,1269,95,14.58,1574,80.62,0,3,103,22,52,0,191,188,9484,8021,288,27.85,5.07,32.9,10,2,0," Ajit Bhalchandra Agarkar","India","Batting style Right-hand bat","Bowling style Right-arm fast"
