"","Mat_Bat","Inns_Bat","NO","Runs_Bat","HS","Ave_Bat","BF","SR_Bat","100","50","4s","6s","Ct","St","Mat_Bowl","Inns_Bowl","Balls","Runs_Bowl","Wkts","Ave_Bowl","Econ","SR_Bowl","4w","5w","10","Full_Name","Country","Batting_Style","Bowling_Style"
"1",13,6,5,34,19,34,44,77.27,0,0,4,1,4,0,13,13,646,599,26,23.03,5.56,24.8,2,0,0," Lungisani Ngidi","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast"
"2",204,203,4,5604,178,28.16,7618,73.56,5,34,577,86,71,0,204,84,1826,1622,39,41.58,5.32,46.8,0,0,0," Hamilton Masakadza","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm medium"
"3",40,40,0,840,112,21,1015,82.75,1,3,78,23,11,0,40,16,417,433,7,61.85,6.23,59.5,0,0,0," Solomon Farai Mire","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"4",84,81,11,2176,130,31.08,2943,73.93,2,12,186,28,39,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Craig Richard Ervine","Zimbabwe","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"5",188,187,15,6156,145,35.79,8085,76.14,10,36,537,96,118,29,188,21,396,406,9,45.11,6.15,44,0,0,0," Brendan Ross Murray Taylor","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"6",122,118,16,3395,129,33.28,4179,81.23,2,29,277,34,43,0,122,98,3672,3008,60,50.13,4.91,61.2,0,0,0," Sean Colin Williams","Zimbabwe","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"7",42,39,3,698,52,19.38,1089,64.09,0,3,40,25,20,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Peter Joseph Moor","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"8",213,198,26,4340,117,25.23,5423,80.02,2,19,343,106,72,0,213,132,4339,4274,101,42.31,5.91,42.9,1,0,0," Elton Chigumbura","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"9",17,10,1,53,15,5.88,125,42.4,0,0,5,0,4,0,17,16,859,734,21,34.95,5.12,40.9,1,0,0," Wellington Pedzisai Masakadza","Zimbabwe","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"10",5,5,1,52,20,13,47,110.63,0,0,5,1,2,0,5,5,234,220,5,44,5.64,46.8,0,0,0," Brandon Anesu Mavuta","Zimbabwe","Batting style Right-hand bat","Bowling style Legbreak"
"11",40,28,7,153,37,7.28,264,57.95,0,0,15,2,8,0,40,40,1936,1812,45,40.26,5.61,43,1,0,0," Kyle Malcolm Jarvis","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"12",62,41,17,159,23,6.62,327,48.62,0,0,13,2,6,0,62,62,3037,2636,85,31.01,5.2,35.7,1,0,0," Tendai Larry Chatara","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"13",57,22,10,198,26,16.5,256,77.34,0,0,16,4,17,0,57,56,2911,2428,93,26.1,5,31.3,6,1,0," Kagiso Rabada","South Africa","Batting style Left-hand bat","Bowling style Right-arm fast"
"14",7,7,3,57,19,14.25,78,73.07,0,0,7,0,3,0,7,7,264,255,7,36.42,5.79,37.7,0,0,0," Pieter Willem Adriaan Mulder","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium"
"15",34,21,10,296,42,26.9,333,88.88,0,0,24,14,7,0,34,34,1384,1325,43,30.81,5.74,32.1,2,0,0," Andile Lucky Phehlukwayo","South Africa","Batting style Left-hand bat","Bowling style Right-arm fast-medium"
"16",91,30,13,140,29,8.23,197,71.06,0,0,20,1,17,0,91,89,4701,3675,151,24.33,4.69,31.1,6,3,0," Mohammad Imran Tahir","South Africa","Batting style Right-hand bat","Bowling style Legbreak googly"
"17",16,16,0,407,66,25.43,462,88.09,0,1,49,9,6,0,16,3,48,56,2,28,7,24,0,0,0," Aiden Kyle Markram","South Africa","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"18",8,7,1,104,42,17.33,177,58.75,0,0,6,0,4,0,8,4,96,67,2,33.5,4.18,48,0,0,0," Dean Elgar","South Africa","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"19",9,9,0,244,102,27.11,311,78.45,1,1,21,2,8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Reeza Raphael Hendricks","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"20",12,12,2,251,59,25.1,290,86.55,0,1,26,6,16,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Heinrich Klaasen","South Africa","Batting style Right-hand bat",NA
"21",2,2,0,31,25,15.5,33,93.93,0,0,5,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Christiaan Jonker","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"22",192,174,39,5016,150,37.15,5959,84.17,4,27,337,74,77,0,192,129,3417,3045,67,45.44,5.34,51,1,0,0," Jean-Paul Duminy","South Africa","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"23",121,50,12,365,60,9.6,560,65.17,0,1,35,9,28,0,121,120,6076,4935,192,25.7,4.87,31.6,4,3,0," Dale Willem Steyn","South Africa","Batting style Right-hand bat","Bowling style Right-arm fast"
"24",5,5,1,142,54,35.5,224,63.39,0,1,8,3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Khayelihle Zondo","South Africa","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"25",24,18,5,199,44,15.3,344,57.84,0,0,19,1,3,0,24,22,902,885,20,44.25,5.88,45.1,0,1,0," Donald Tatenda Tiripano","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"26",11,3,2,0,0,0,2,0,0,0,0,0,2,0,11,11,573,488,13,37.53,5.1,44,1,0,0," Tabraiz Shamsi","South Africa","Batting style Right-hand bat","Bowling style Slow left-arm chinaman"
"27",124,119,15,4693,185,45.12,5298,88.58,10,29,411,58,65,0,124,11,192,189,2,94.5,5.9,96,0,0,0," Francois du Plessis","South Africa","Batting style Right-hand bat","Bowling style Legbreak"
"28",70,69,2,2536,180,37.85,2433,104.23,6,12,299,42,27,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Jason Jonathan Roy","England","Batting style Right-hand bat",NA
"29",54,50,8,2017,141,48.02,1929,104.56,6,7,220,42,23,2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Jonathan Marc Bairstow","England","Batting style Right-hand bat","Bowling style Right-arm medium"
"30",121,115,19,4946,133,51.52,5722,86.43,13,29,392,40,56,0,121,60,1342,1299,20,64.95,5.8,67.1,0,0,0," Joseph Edward Root","England","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"31",212,199,29,6557,124,38.57,7348,89.23,11,41,555,170,76,0,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Eoin Joseph Gerard Morgan","England","Batting style Left-hand bat","Bowling style Right-arm medium"
"32",75,64,10,1963,102,36.35,2078,94.46,3,13,158,57,38,0,75,61,2349,2386,58,41.13,6.09,40.5,1,1,0," Benjamin Andrew Stokes","England","Batting style Left-hand bat","Bowling style Right-arm fast-medium"
"33",122,101,21,3176,129,39.7,2715,116.97,6,18,272,93,153,25,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Joseph Charles Buttler","England","Batting style Right-hand bat",NA
"34",87,71,10,1621,128,26.57,1549,104.64,3,5,146,52,26,0,87,83,4102,3501,78,44.88,5.12,52.5,1,0,0," Moeen Munir Ali","England","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"35",80,56,18,1039,95,27.34,1145,90.74,0,4,75,16,34,0,80,77,3768,3463,113,30.64,5.51,33.3,8,2,0," Christopher Roger Woakes","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"36",3,2,0,14,10,7,17,82.35,0,0,1,0,0,0,3,2,84,96,3,32,6.85,28,0,0,0," Liam Andrew Dawson","England","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"37",78,34,9,514,69,20.56,501,102.59,0,1,56,6,24,0,78,74,3940,3620,119,30.42,5.51,33.1,7,1,0," Adil Usman Rashid","England","Batting style Right-hand bat","Bowling style Legbreak"
"38",4,1,1,9,9,NA,7,128.57,0,0,1,0,0,0,4,3,96,97,1,97,6.06,96,0,0,0," Oliver Peter Stone","England","Batting style Right-hand bat","Bowling style Right-arm fast"
"39",210,106,34,506,56,7.02,667,75.86,0,1,39,20,30,0,210,204,10094,8929,311,28.71,5.3,32.4,10,8,0," Separamadu Lasith Malinga","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast"
"40",31,12,8,18,7,4.5,52,34.61,0,0,2,0,6,0,31,29,1400,1383,35,39.51,5.92,40,0,0,0," Aththachchi Nuwan Pradeep Roshan Fernando","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"41",30,23,5,276,50,15.33,390,70.76,0,1,24,3,13,0,30,28,1442,1239,46,26.93,5.15,31.3,2,2,0," Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"42",232,220,17,6936,174,34.16,9130,75.96,15,37,795,52,49,0,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Warushavithana Upul Tharanga","Sri Lanka","Batting style Left-hand bat",NA
"43",46,43,1,1424,116,33.9,1558,91.39,2,8,168,7,31,7,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Dickwella Patabendige Dilantha Niroshan Dickwella","Sri Lanka","Batting style Left-hand bat",NA
"44",82,78,5,2093,135,28.67,2298,91.07,3,11,224,45,31,2,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mathurage Don Kusal Janith Perera","Sri Lanka","Batting style Left-hand bat",NA
"45",144,130,21,3586,111,32.89,4825,74.32,4,22,245,39,59,7,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Lokuge Dinesh Chandimal","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"46",27,25,4,557,84,26.52,712,78.23,0,4,56,7,16,0,27,21,486,429,10,42.9,5.29,48.6,0,0,0," Dhananjaya Maduranga de Silva","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"47",18,15,1,325,66,23.21,279,116.48,0,2,26,18,2,0,18,9,180,183,7,26.14,6.1,25.7,0,1,0," Madagamagamage Dasun Shanaka","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm medium"
"48",145,112,16,1867,80,19.44,1699,109.88,0,9,148,63,56,0,145,136,5140,4991,163,30.61,5.82,31.5,5,4,0," Narangoda Liyanaarachchilage Thisara Chirantha Perera","Sri Lanka","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"49",16,7,3,16,5,4,49,32.65,0,0,0,0,4,0,16,15,662,739,16,46.18,6.69,41.3,1,0,0," Paththamperuma Arachchige Don Lakshan Rangika Sandakan","Sri Lanka","Batting style Right-hand bat","Bowling style Slow left-arm chinaman"
"50",6,6,0,132,54,22,151,87.41,0,1,17,0,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Wedagedara Sadeera Rashen Samarawickrama","Sri Lanka","Batting style Right-hand bat",NA
"51",54,52,2,1386,102,27.72,1606,86.3,1,12,152,22,28,0,54,2,20,28,0,NA,8.4,NA,0,0,0," Balapuwaduge Kusal Gimhan Mendis","Sri Lanka","Batting style Right-hand bat",NA
"52",9,7,4,10,4,3.33,45,22.22,0,0,0,0,0,0,9,9,423,377,10,37.7,5.34,42.3,1,0,0," Malmeege Amila Aponso","Sri Lanka","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"53",11,6,5,71,35,71,62,114.51,0,0,6,2,4,0,11,11,496,515,18,28.61,6.22,27.5,0,1,0," Thomas Kevin Curran","England","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"54",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,95,92,2,46,5.81,47.5,0,0,0," Chandrasekara Arachchilage Kasun Rajitha","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"55",67,65,3,2314,171,37.32,2419,95.65,6,13,264,48,25,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Alexander Daniel Hales","England","Batting style Right-hand bat","Bowling style Right-arm medium"
"56",22,13,7,92,19,15.33,142,64.78,0,0,7,0,4,0,22,22,847,741,19,39,5.24,44.5,0,0,0," Pathira Vasan Dushmantha Chameera","Sri Lanka","Batting style Right-hand bat","Bowling style Right-arm fast"
"57",35,11,6,44,13,8.8,48,91.66,0,0,4,0,9,0,35,35,1789,1649,34,48.5,5.53,52.6,1,0,0," Mark Andrew Wood","England","Batting style Right-hand bat","Bowling style Right-arm fast"
"58",2,2,0,17,15,8.5,29,58.62,0,0,1,1,0,0,2,2,72,90,2,45,7.5,36,0,0,0," Samuel Matthew Curran","England","Batting style Left-hand bat","Bowling style Left-arm medium-fast"
"59",74,44,15,582,56,20.06,585,99.48,0,1,46,17,24,0,74,73,3501,3424,115,29.77,5.86,30.4,5,1,0," Liam Edward Plunkett","England","Batting style Right-hand bat","Bowling style Right-arm fast"
"60",216,208,37,10232,183,59.83,11016,92.88,38,48,962,111,103,0,216,48,641,665,4,166.25,6.22,160.2,0,0,0," Virat Kohli","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"61",46,44,0,1005,83,22.84,1278,78.63,0,9,115,15,14,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Kieran Omar Akeem Powell","West Indies","Batting style Left-hand bat","Bowling style Right-arm medium, Right-arm offbreak"
"62",6,6,0,82,32,13.66,98,83.67,0,0,13,2,2,0,6,1,7,9,0,NA,7.71,NA,0,0,0," Chandrapaul Hemraj","West Indies","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"63",44,41,6,1662,146,47.48,2320,71.63,4,7,115,28,38,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shai Diego Hope","West Indies","Batting style Right-hand bat",NA
"64",207,196,26,5606,133,32.97,7463,75.11,10,30,526,118,50,0,207,134,5091,4127,89,46.37,4.86,57.2,0,0,0," Marlon Nathaniel Samuels","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"65",20,20,0,758,127,37.9,709,106.91,3,2,51,30,9,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shimron Odilon Hetmyer","West Indies","Batting style Left-hand bat","Bowling style Legbreak googly"
"66",34,31,3,670,101,23.92,806,83.12,1,2,41,30,14,0,34,13,245,243,3,81,5.95,81.6,0,0,0," Rovman Powell","West Indies","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"67",85,70,17,1423,99,26.84,1521,93.55,0,7,100,46,32,0,85,84,4058,3702,112,33.05,5.47,36.2,4,2,0," Jason Omar Holder","West Indies","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"68",40,33,11,368,44,16.72,393,93.63,0,0,33,8,14,0,40,38,1930,1628,41,39.7,5.06,47,1,0,0," Ashley Renaldo Nurse","West Indies","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"69",37,23,9,155,29,11.07,254,61.02,0,0,17,0,7,0,37,37,1878,1498,37,40.48,4.78,50.7,0,0,0," Devendra Bishoo","West Indies","Batting style Left-hand bat","Bowling style Legbreak"
"70",80,52,32,276,34,13.8,515,53.59,0,0,21,5,18,0,80,79,3967,3312,114,29.05,5,34.7,3,3,0," Kemar Andre Jamal Roach","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast"
"71",4,2,1,0,0,0,4,0,0,0,0,0,0,0,4,4,168,204,6,34,7.28,28,0,0,0," Oshane Romaine Thomas","West Indies","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"72",52,24,13,116,25,10.54,134,86.56,0,0,8,6,16,0,52,51,2645,2449,94,26.05,5.55,28.1,6,0,0," Mohammed Shami Ahmed","India","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"73",75,24,14,79,18,7.9,134,58.95,0,0,8,1,22,0,75,73,3558,3565,106,33.63,6.01,33.5,4,0,0," Umeshkumar Tilak Yadav","India","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"74",6,2,1,4,3,4,12,33.33,0,0,0,0,1,0,6,6,312,264,11,24,5.07,28.3,0,0,0," Khaleel Khursheed Ahmed","India","Batting style Right-hand bat","Bowling style Left-arm medium"
"75",34,4,1,16,12,5.33,28,57.14,0,0,2,0,6,0,34,33,1807,1431,56,25.55,4.75,32.2,1,1,0," Yuzvendra Singh Chahal","India","Batting style Right-hand bat","Bowling style Legbreak googly"
"76",144,97,33,1982,87,30.96,2329,85.1,0,10,155,36,51,0,144,140,7255,5905,169,34.94,4.88,42.9,7,1,0," Ravindrasinh Anirudhsinh Jadeja","India","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"77",193,187,31,7454,264,47.78,8406,88.67,21,37,655,202,69,0,193,38,593,515,8,64.37,5.21,74.1,0,0,0," Rohit Gurunath Sharma","India","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"78",115,114,6,4935,137,45.69,5234,94.28,15,25,614,63,55,0,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shikhar Dhawan","India","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"79",45,40,12,1447,124,51.67,1815,79.72,3,9,121,24,15,0,45,8,109,111,3,37,6.11,36.3,0,0,0," Ambati Thirupathi Rayudu","India","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"80",3,2,0,41,24,20.5,31,132.25,0,0,5,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Rishabh Rajendra Pant","India","Batting style Left-hand bat",NA
"81",332,281,78,10173,183,50.11,11574,87.89,10,67,784,218,310,115,332,2,36,31,1,31,5.16,36,0,0,0," Mahendra Singh Dhoni","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"82",33,12,9,60,19,20,100,60,0,0,5,0,3,0,33,31,1704,1345,67,20.07,4.73,25.4,2,1,0," Kuldeep Yadav","India","Batting style Left-hand bat","Bowling style Slow left-arm chinaman"
"83",2,1,1,0,0,NA,1,0,0,0,0,0,0,0,2,2,84,109,4,27.25,7.78,21,0,0,0," Obed  Christopher McCoy","West Indies","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"84",4,4,0,25,10,6.25,52,48.07,0,0,2,1,0,0,4,4,138,131,0,NA,5.69,NA,0,0,0," Fabian Anthony Allen","West Indies","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"85",95,44,14,440,53,14.66,598,73.57,0,1,37,6,23,0,95,94,4552,3784,99,38.22,4.98,45.9,2,1,0," Bhuvneshwar Kumar Singh","India","Batting style Right-hand bat","Bowling style Right-arm medium"
"86",44,6,2,11,10,2.75,34,32.35,0,0,2,0,15,0,44,44,2212,1639,78,21.01,4.44,28.3,4,1,0," Jasprit Jasbirsingh Bumrah","India","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"87",48,31,10,884,120,42.09,819,107.93,2,3,91,17,24,0,48,26,803,651,22,29.59,4.86,36.5,0,0,0," Kedar Mahadav Jadhav","India","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"88",11,9,2,115,36,16.42,152,75.65,0,0,4,5,5,0,11,11,508,498,11,45.27,5.88,46.1,0,0,0," Keemo Mandela Angus Paul","West Indies","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"89",78,78,2,2434,144,32.02,3423,71.1,4,16,238,37,21,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Imrul Kayes","Bangladesh","Batting style Left-hand bat",NA
"90",24,24,1,505,121,21.95,621,81.32,1,1,57,6,13,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Liton Kumar Das","Bangladesh","Batting style Right-hand bat",NA
"91",2,2,0,0,0,0,9,0,0,0,0,0,1,0,2,1,18,16,0,NA,5.33,NA,0,0,0," Fazle Mahmud Rabbi","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"92",198,184,31,5346,144,34.94,6881,77.69,6,32,424,74,164,42,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Mushfiqur Rahim","Bangladesh","Batting style Right-hand bat",NA
"93",13,11,2,241,63,26.77,322,74.84,0,2,19,7,5,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Mohammad Mithun","Bangladesh","Batting style Right-hand bat",NA
"94",168,145,38,3637,128,33.99,4784,76.02,3,20,291,47,56,0,168,129,4006,3421,75,45.61,5.12,53.4,0,0,0," Mohammad Mahmudullah","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"95",22,13,2,212,51,19.27,324,65.43,0,1,16,2,7,0,22,21,1098,785,24,32.7,4.28,45.7,1,0,0," Mehidy Hasan Miraz","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"96",7,4,1,80,50,26.66,114,70.17,0,1,5,2,1,0,7,7,282,238,6,39.66,5.06,47,0,0,0," Mohammad Saifuddin","Bangladesh","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"97",202,148,25,1728,51,14.04,1967,87.84,0,1,148,58,58,0,202,202,10102,8093,258,31.36,4.8,39.1,7,1,0," Mashrafe Bin Mortaza","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm fast-medium"
"98",40,18,13,52,18,10.4,95,54.73,0,0,5,0,8,0,40,39,1966,1501,73,20.56,4.58,26.9,2,3,0," Mustafizur Rahman","Bangladesh","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"99",5,1,0,7,7,7,13,53.84,0,0,0,0,2,0,5,5,264,224,5,44.8,5.09,52.8,0,0,0," Mohammad Nazmul Islam","Bangladesh","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"100",88,85,13,2477,141,34.4,3060,80.94,3,13,214,54,36,0,88,62,2474,1999,53,37.71,4.84,46.6,0,0,0," Sikandar Raza Butt","Zimbabwe","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"101",9,9,0,154,45,17.11,132,116.66,0,0,18,9,1,0,9,2,19,21,0,NA,6.63,NA,0,0,0," Cephas Zhuwao","Zimbabwe","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"102",38,37,3,1222,127,35.94,1245,98.15,2,7,139,32,19,0,38,6,120,105,1,105,5.25,120,0,0,0," Soumya Sarkar","Bangladesh","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"103",9,6,1,14,10,2.8,30,46.66,0,0,0,1,1,0,9,9,377,409,8,51.12,6.5,47.1,0,0,0," Richard Ngarava","Zimbabwe","Batting style Left-hand bat","Bowling style Left-arm fast-medium"
"104",2,1,0,1,1,1,11,9.09,0,0,0,0,1,0,2,2,108,89,3,29.66,4.94,36,0,0,0," Abu Hider Rony","Bangladesh","Batting style Right-hand bat","Bowling style Left-arm fast-medium"
"105",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,18,17,0,NA,5.66,NA,0,0,0," Ariful Haque","Bangladesh","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"106",42,39,2,1273,128,34.4,1414,90.02,1,10,135,16,12,0,42,26,765,737,12,61.41,5.78,63.7,0,0,0," Travis Michael Head","Australia","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"107",96,92,1,3418,148,37.56,3817,89.54,11,18,355,76,46,0,96,14,158,137,2,68.5,5.2,79,0,0,0," Aaron James Finch","Australia","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"108",4,4,1,83,47,27.66,99,83.83,0,0,7,1,1,0,4,3,42,59,0,NA,8.42,NA,0,0,0," D'Arcy John Matthew Short","Australia","Batting style Left-hand bat","Bowling style Slow left-arm chinaman"
"109",4,4,0,75,44,18.75,89,84.26,0,0,5,3,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Christopher Austin Lynn","Australia","Batting style Right-hand bat","Bowling style Slow left-arm orthodox"
"110",6,6,0,199,47,33.16,253,78.65,0,0,17,2,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Alex Tyson Carey","Australia","Batting style Left-hand bat",NA
"111",87,78,8,2242,102,32.02,1852,121.05,1,16,222,73,50,0,87,66,1978,1844,45,40.97,5.59,43.9,2,0,0," Glenn James Maxwell","Australia","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"112",21,21,4,721,146,42.41,734,98.22,1,5,53,32,4,0,21,19,774,781,18,43.38,6.05,43,0,0,0," Marcus Peter Stoinis","Australia","Batting style Right-hand bat","Bowling style Right-arm medium"
"113",42,23,9,166,36,11.85,246,67.47,0,0,13,3,6,0,42,42,2184,1933,65,29.73,5.31,33.6,4,0,0," Patrick James Cummins","Australia","Batting style Right-hand bat","Bowling style Right-arm fast"
"114",22,15,5,120,34,12,157,76.43,0,0,9,2,7,0,22,22,1130,1011,38,26.6,5.36,29.7,1,0,0," Nathan Mitchell Coulter-Nile","Australia","Batting style Right-hand bat","Bowling style Right-arm fast"
"115",75,38,16,280,52,12.72,313,89.45,0,1,23,7,19,0,75,75,3761,3109,145,21.44,4.95,25.9,9,5,0," Mitchell Aaron Starc","Australia","Batting style Left-hand bat","Bowling style Left-arm fast"
"116",44,13,11,37,11,18.5,57,64.91,0,0,6,0,13,0,44,43,2294,1811,72,25.15,4.73,31.8,1,3,0," Josh Reginald Hazlewood","Australia","Batting style Left-hand bat","Bowling style Right-arm fast-medium"
"117",98,98,5,4133,178,44.44,4381,94.33,13,17,471,59,139,7,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Quinton de Kock","South Africa","Batting style Left-hand bat",NA
"118",112,100,28,2780,139,38.61,2737,101.57,5,12,207,81,54,0,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," David Andrew Miller","South Africa","Batting style Left-hand bat","Bowling style Right-arm offbreak"
"119",60,59,2,2312,151,40.56,2850,81.12,6,12,214,30,16,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Shaun Edward Marsh","Australia","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"120",33,16,4,89,22,7.41,140,63.57,0,0,6,1,8,0,33,33,1630,1548,42,36.85,5.69,38.8,0,0,0," Adam Zampa","Australia","Batting style Right-hand bat","Bowling style Legbreak googly"
"121",14,7,1,101,50,16.83,113,89.38,0,1,7,3,3,0,14,14,686,554,22,25.18,4.84,31.1,0,0,0," Dwaine Pretorius","South Africa","Batting style Right-hand bat","Bowling style Right-arm medium-fast"
"122",69,31,19,130,21,10.83,169,76.92,0,0,12,5,16,0,69,69,3722,3200,126,25.39,5.15,29.5,5,4,0," Trent Alexander Boult","New Zealand","Batting style Right-hand bat","Bowling style Left-arm fast-medium"
"123",10,10,2,272,58,34,379,71.76,0,3,23,3,5,0,10,1,6,5,0,NA,5,NA,0,0,0," George Herrick Worker","New Zealand","Batting style Left-hand bat","Bowling style Slow left-arm orthodox"
"124",43,39,1,947,87,24.92,896,105.69,0,6,96,29,16,0,43,21,468,401,7,57.28,5.14,66.8,0,0,0," Colin Munro","New Zealand","Batting style Left-hand bat","Bowling style Right-arm medium-fast"
"125",129,123,11,5184,145,46.28,6236,83.13,11,33,476,43,54,0,129,61,1335,1214,35,34.68,5.45,38.1,1,0,0," Kane Stuart Williamson","New Zealand","Batting style Right-hand bat","Bowling style Right-arm offbreak"
"126",207,192,34,7433,181,47.04,9001,82.57,19,43,614,128,131,0,207,4,42,35,0,NA,5,NA,0,0,0," Luteru Ross Poutoa Lote Taylor","New Zealand","Batting style Right-hand bat","Bowling style Right-arm offbreak"
